site,grid,vrm_1cm,height_diff,mean_curv,mean_pro_curv,mean_plan_curv,vrm_dev
NDR,52,0.040705609,1.269015312,0.022438299,-3.444867146,-3.422729824,0.011787702
NDR,53,0.043424314,1.425429821,-0.133614458,-1.323681274,-1.457576018,0.030545489
NDR,54,0.045925888,2.138208866,0.22566463,-3.099616521,-2.869988428,0.027814275
NDR,55,0.035208991,1.541837215,0.370893926,-1.988749195,-1.617855269,0.029996
NDR,56,0.061191409,2.633535624,0.621528374,-2.068808719,-1.667220455,0.038677779
NDR,57,0.055755675,1.850649834,0.010721707,-3.927893017,-3.916166381,0.014417086
NDR,58,0.099605867,0.995331764,-0.074017782,-7.829473247,-7.90336397,-0.021683405
NDR,59,0.065105596,2.348055363,0.193781208,-2.293167507,-2.099322273,0.005922519
NDR,60,0.100848326,2.755189896,0.109234906,-4.151610019,-4.037481663,-0.004170986
NDR,61,0.030110682,2.148291588,0.05496264,-2.141813085,-2.089660705,0.016008036
NDR,62,0.06576468,3.065278053,-0.490824782,5.487602205,4.996816256,0.024138295
NDR,63,0.114508597,2.826141119,1.140774685,14.17272267,15.31314606,0.016940288
NDR,64,0.096676507,2.407185078,-0.561792759,1.726103648,1.165694431,0.027811609
NDR,65,0.066474589,2.492760181,0.014772714,-2.40385269,-2.389031342,0.010930164
NDR,66,0.056674118,1.821083069,-0.027355229,-4.221574032,-4.246375512,0.006033364
NDR,67,0.017066877,1.707327843,0.071525547,-1.325840487,-1.254163338,0.017479947
NDR,68,0.030319972,2.457386494,0.602988635,-3.573570317,-2.97084317,0.022418958
NDR,69,0.064733111,2.157062054,-0.229570469,-2.865974552,-3.096406307,0.028159204
NDR,70,0.057943331,2.369102478,0.211422212,-1.292738497,-1.081315846,0.02980521
NDR,71,0.058258064,2.908443928,-0.19704672,-2.225349928,-2.422396648,0.034220395
NDR,72,0.027599949,1.404259682,0.096252709,-2.279853707,-2.183922476,0.020115171
NDR,73,0.042754356,1.343426228,0.185982953,-2.416921932,-2.231108803,0.009309325
NDR,74,0.040728502,1.487874508,0.052628138,-0.958346048,-0.908151441,0.010324731
NDR,75,0.033725943,0.692293167,0.151456944,-0.838802175,-0.684564,0.017687665
NDR,76,0.075247386,2.116553307,0.320211239,-4.527947195,-4.198311796,0.013257972
NDR,77,0.077957773,1.828276634,0.007917347,-7.170918875,-7.16268156,0.015468117
NDR,78,0.059587339,2.946994305,0.073031821,-3.792353908,-3.721088615,0.016427951
NDR,79,0.126159337,3.195376754,-0.463748165,8.845193305,8.382153343,0.007912486
NDR,80,0.057228922,2.581887484,0.154158386,-2.725728528,-2.555603713,0.016263106
NDR,81,0.038552477,1.155982971,0.170590227,-1.547248179,-1.377769743,0.009064525
NDR,82,0.047332292,1.150579453,-0.137755672,-4.325349332,-4.47113673,0.010900894
NDR,83,0.128520642,3.084185839,-0.099931543,-21.30320812,-21.28413635,-0.007009376
NDR,84,0.077523811,3.591208935,0.051762481,-8.218919903,-8.16493703,0.010194618
NDR,85,0.145769725,2.859003544,-0.057487199,20.95027995,20.92373954,0.004460002
NDR,86,0.080033895,3.396178722,-0.227068769,-10.7885148,-11.01413466,0.005525073
NDR,87,0.060943284,1.51893568,0.192992874,-5.272964596,-5.105096439,0.012648892
NDR,88,0.064259395,1.577965736,-0.201136279,-8.090334743,-8.290933483,0.002434257
NDR,89,0.052757106,2.740819931,0.033002885,-6.285826355,-6.257249023,0.010766477
NDR,90,0.095185645,3.434533596,-0.860951784,-10.53439747,-11.39546713,0.004181603
NDR,91,0.0941769,2.828168511,0.01030924,-2.743710802,-2.732913233,0.013729301
NDR,92,0.09316158,3.386520863,-1.55841632,-1.518591128,-3.092854428,0.000922673
NDR,93,0.072302985,1.993272781,0.160526097,-7.529530564,-7.371533085,0.009429356
NDR,94,0.080031263,1.644609928,0.070231692,-8.229964685,-8.159961604,0.004358602
NDR,95,0.071633187,1.140267849,0.01474966,-6.190549653,-6.175885347,-0.001707262
NDRC,1,0.062591222,1.432828903,-0.039663436,-5.675742393,-5.714960101,-0.006019656
NDRC,2,0.064816569,2.291246533,-0.041168417,-4.964752046,-5.004287812,-0.006992567
NDRC,3,0.041927793,1.607534617,0.028458618,-5.241326821,-5.213192309,0.005050632
NDRC,4,0.066673913,1.470050067,0.151173431,-7.698740857,-7.554513512,0.006640252
NDRC,5,0.066551036,1.736052632,-0.184136789,-8.26729843,-8.451098641,0.001939246
NDRC,6,0.052031264,1.555082258,-0.0237035,-7.940653842,-7.965452765,0.006805719
NDRC,7,0.062541683,2.339814425,0.023244521,-0.646823591,-0.6207406,0.015856063
NDRC,8,0.085383094,4.146359205,-0.131152454,10.36511978,10.21885575,0.004323036
NDRC,9,0.041352482,1.56419158,0.131538791,-2.460942817,-2.328537879,0.006052633
NDRC,10,0.071062023,1.629784763,-0.048963206,-6.020017357,-6.068980563,-0.002510165
NDRC,11,0.07737025,1.583583012,-0.097317431,-8.617141112,-8.713027704,-0.002950253
NDRC,12,0.068434968,2.336531878,0.151059125,-8.007197702,-7.863581826,-0.003837437
NDRC,13,0.114847752,3.54434514,-0.060038314,27.01179549,26.95213199,0.01397833
NDRC,14,0.120827496,3.298389196,0.021014754,2.829266902,2.847798481,-0.006265574
NDRC,15,0.085743945,2.041680455,-0.73388837,-4.003224285,-4.730536484,-0.004003539
NDRC,16,0.078008569,1.902160645,0.225815469,-6.020139809,-5.794114494,0.005589043
NDRC,17,0.071682018,1.957097828,0.106503703,-6.624977121,-6.52198893,0.002762712
NDRC,18,0.074505803,1.622623742,-0.133462337,-9.659572553,-9.792130766,-0.008922395
NDRC,19,0.137667045,5.231458664,0.288342739,37.03228243,37.30563328,0.020393139
NDRC,20,0.111117127,2.995978594,-0.031283898,-3.691984607,-3.723034513,-0.002002465
NDRC,21,0.078218941,2.966520309,0.228081059,-3.050408243,-2.819017878,0.005185484
NDRC,22,0.053349605,1.501313686,0.076377286,-5.438360802,-5.362056651,-0.000727006
NDRC,23,0.048263603,1.181788683,-0.067049887,-5.583466527,-5.650516414,0.000620347
NDRC,24,0.063341743,1.481076479,0.040959568,-7.014745466,-6.982409045,0.003920312
NDRC,25,0.066092869,3.848618507,0.371119799,-1.696688344,-1.325744096,0.015946872
NDRC,26,0.086949196,2.676174164,-0.065735616,-6.604889088,-6.670233284,-0.001388576
NDRC,27,0.084382421,2.217090845,0.027405076,-8.444706565,-8.42375551,-0.001972847
NDRC,28,0.119794701,2.193898201,-0.633418298,-10.33824713,-10.97130895,-0.001904356
NDRC,29,0.109614723,2.61515069,-0.029346669,-2.401557782,-2.442850791,0.006430188
NDRC,30,0.087174238,2.236639619,-0.087002583,-6.598513719,-6.685547026,0.007001374
NDRC,31,0.086167526,2.224069595,-0.019346806,-3.874439488,-3.893683224,0.007104696
NDRC,32,0.111186022,2.309038639,0.162692554,-9.565962203,-9.405329911,-0.015916637
NDRC,33,0.078705974,2.677932739,0.512618193,-5.837427788,-5.323578816,-0.001142208
NDRC,34,0.075432957,2.242198229,0.023656214,-5.692922288,-5.657348957,0.006273022
NDRC,35,0.071069155,1.934051752,-0.384176271,-4.927242787,-5.312945086,0.000785028
NDRC,36,0.072222802,2.185354114,0.08065427,-7.093556519,-7.011347151,0.005111856
NDRC,37,0.08856459,1.909742832,0.211446866,-6.451558115,-6.240005189,0.012199708
NDRC,38,0.074904651,2.099192142,0.263956019,-6.291860846,-6.029208718,0.003897488
NDRC,39,0.088313161,4.003973722,-0.180444402,4.516184157,4.325374424,0.020620663
NDRC,40,0.128062964,2.577818394,-0.156807504,-3.364987965,-3.529127498,-0.010787869
NDRC,41,0.057174595,0.942970753,-0.11520979,-5.832637015,-5.956404105,0.003704319
NDRC,42,0.058011467,1.642694473,-0.098117485,-7.500579151,-7.598860975,-0.002940863
NDRC,43,0.118329034,1.909290791,0.001981973,-4.482684504,-4.482628063,0.008895976
NDRC,44,0.111553209,1.444077969,-0.17933358,-13.2908769,-13.45871501,-0.003372514
NDRC,45,0.07773813,1.71951437,0.276450201,-9.915563908,-9.639214999,-0.006973018
NDRC,46,0.079020069,1.240619421,-0.270935029,-9.16495394,-9.435510405,0.002765706
NDRC,47,0.079887978,1.328225613,-0.012677451,-10.26967071,-10.28725156,-0.002841689
NDRC,48,0.05718184,1.46263814,-0.089075509,-5.9949737,-6.084289458,-0.007188158
NDRC,49,0.091239551,1.470611095,0.135318045,-5.002865683,-4.866387666,0.011951399
NDRC,50,0.091257282,1.402919292,-0.366273652,-12.52592538,-12.89342256,-0.007811911
NDRC,51,0.078083088,1.281193256,-0.005262543,-9.211079613,-9.216619814,-0.003163612
NDRC,52,0.086688375,1.172025681,0.01874326,-10.09269587,-10.07492896,-0.005762332
NDRC,53,0.067883282,1.256109715,0.247805155,-7.678619697,-7.433235819,0.001412315
NDRC,54,0.066794363,1.588760138,-0.01234081,-10.81697785,-10.83013391,-0.009042549
NDRC,55,0.084132462,1.497770786,-0.257576878,-5.392273912,-5.658213122,0.016243332
NDRC,56,0.084943914,1.52696228,0.121282029,-8.920099537,-8.798516141,-0.010692979
NDRC,57,0.072730063,1.28004837,-0.063960669,-8.156126208,-8.222948158,0.006641515
NDRC,58,0.073949406,1.63527298,0.041711503,-9.822455419,-9.784322537,0.003621645
NDRC,59,0.068857574,1.100817919,0.017839257,-9.007445626,-8.994843194,0.001440393
NDRC,60,0.055510696,1.384259224,-0.30231192,-6.455632106,-6.759204519,-5.93E-05
NDRC,61,0.09010714,3.405098915,0.299134847,18.19143508,18.49060429,0.016907673
NDRC,62,0.081420227,3.356049061,0.204425613,4.24497959,4.449080893,-0.001668672
NDRC,63,0.069306443,1.061824322,-0.29170323,-5.501697111,-5.796000983,0.006434223
NDRC,64,0.078909546,1.124883175,0.6840617,-12.95845538,-12.27459568,0.011937897
NDRC,65,0.085424293,1.44804287,-0.286954975,-11.69519169,-11.98717402,-0.003088495
NDRC,67,0.089427798,3.261968613,0.158756299,33.12956397,33.2893198,0.021048442
NDRC,68,0.117218724,3.665039063,-0.649895784,7.26231947,6.63779829,0.009792084
NDRC,69,0.075178799,1.354579926,-0.035778739,-8.451272424,-8.488153505,0.002920114
NDRC,70,0.072805702,1.227046967,0.043582862,-7.634721579,-7.592889991,-0.003696305
NDRC,71,0.071784494,1.023029327,0.075100759,-6.372278062,-6.290184778,-0.000532343
NDRC,72,0.067481182,1.508483887,0.326865864,-7.605651099,-7.277896524,0.003811787
NDRC,73,0.076649701,1.932235718,0.111847791,2.838810496,2.963196175,0.011586096
NDRC,76,0.083970347,1.321018219,0.070288019,-8.513241307,-8.435860353,-0.001193707
NDRC,77,0.087545047,2.095989227,0.673840485,-6.247567366,-5.570393827,0.004133731
NDRC,78,0.087940324,3.597812653,0.448028908,-6.656421751,-6.149060749,-0.005906989
NDRC,79,0.079368352,1.204759598,-0.027013931,-6.514419023,-6.53221719,0.005344753
NDRC,80,0.085855336,2.49640274,0.002689644,-5.878682825,-5.869386912,0.004709041
NDRC,81,0.089715457,2.304067612,-0.241896729,-4.138090288,-4.389859583,0.025754304
NDRC,82,0.087175995,2.563938141,0.451324677,-4.357925563,-3.912162757,-0.000880104
NDRC,83,0.102657148,2.239831924,-0.130558601,-10.70744973,-10.8491589,0.012221086
NDRC,84,0.121260949,2.472961426,-0.232901156,-8.666113261,-8.921779617,-0.00848235
NDRC,85,0.081373949,1.001708984,-0.432523713,-10.68509625,-11.11688797,-0.003815408
NDRC,86,0.064914478,1.628469467,-0.068193644,-8.854570187,-8.928120448,0.003779842
NDRC,87,0.060602646,2.154413223,0.495901732,-4.259597415,-3.783255727,0.008563755
NDRC,88,0.073443689,2.151943207,-0.14731965,-1.208976671,-1.321099026,0.013797397
NDRC,89,0.085111307,2.438476563,-0.258541081,-1.38508996,-1.647775931,-0.00217713
NDRC,90,0.081077613,2.132740021,0.614950149,-0.438505875,0.184040182,-0.008144363
NDRC,91,0.094987757,1.508152008,0.268125066,-10.39347062,-10.10390584,-0.013088221
NDRC,92,0.067929508,1.539283752,-0.135920443,-6.803031922,-6.957346207,-0.002963791
NDRC,93,0.09245032,1.356443405,-0.100196994,-14.81927987,-14.97052808,-0.004872746
NDRC,94,0.102285824,2.384719849,-0.021314826,-5.187627809,-5.174157524,0.01183686
NDRC,95,0.078223315,1.213495255,0.027561676,-9.271862777,-9.230628165,-0.002927597
NDRC,96,0.086548851,1.085887909,-0.236614686,-10.144753,-10.38307928,-0.007538322
PC,1,0.034362202,2.552780151,0.248604655,-2.032128681,-1.783524025,0.008637317
PC,2,0.035829745,2.811442375,-0.250312188,-0.752591905,-1.002904093,0.007928807
PC,3,0.039279681,2.094853401,0.175825547,-2.028701551,-1.853928781,-0.000949103
PC,4,0.038877315,1.91597271,-0.058581661,-3.228281436,-3.281769635,0.001136138
PC,5,0.043263122,1.708892822,0.092686191,-4.276772236,-4.184798982,-0.00126626
PC,6,0.04996708,2.088453293,0.079115262,-6.692173667,-6.613864129,-0.003827013
PC,7,0.052636215,1.833930016,0.135711679,-7.873298647,-7.737541608,0.004340862
PC,8,0.055249271,2.206014633,0.209834868,-8.221701599,-8.031154661,0.003503553
PC,9,0.065445936,1.748878479,0.008970134,-8.268507182,-8.25844264,0.004501775
PC,10,0.059557016,2.891447067,-0.130240805,-3.825957642,-3.956140222,-0.000132432
PC,11,0.042101088,2.419761658,-0.175694193,-1.654322894,-1.830017087,0.008172268
PC,12,0.038648613,2.206115723,0.049765178,-1.432385471,-1.382620293,0.008039768
PC,13,0.03635557,1.885994911,0.119098465,-1.806447332,-1.690075535,0.005749417
PC,15,0.038434739,1.905555725,0.063261353,-2.777243914,-2.714088358,0.006160431
PC,16,0.035677688,2.058573723,0.003238649,-1.709059101,-1.705698106,0.005596401
PC,17,0.038196098,1.996405602,0.188847912,-2.646458183,-2.457113825,0.011201721
PC,18,0.051865045,2.767841339,0.091093628,-2.634661375,-2.543915073,0.013332574
PC,19,0.046318914,2.918431282,-0.071670187,-2.79691842,-2.869391948,0.000417741
PC,20,0.068074668,2.636752129,0.017464363,-5.972662769,-5.955054624,0.017411672
PC,21,0.049745547,1.215392113,0.083577211,-4.147476957,-4.063899746,0.003881121
PC,22,0.039834206,0.766112804,-0.042331993,-0.723474389,-0.765806381,0.006038493
PC,23,0.040869398,1.074158192,-0.058156871,-3.454695167,-3.510191084,0.004548861
PC,24,0.034892076,1.384937286,0.088136313,-0.671442047,-0.583304315,0.001522081
PC,25,0.048871984,1.639660358,0.238208443,-1.830547551,-1.592406249,-0.003197534
PC,26,0.034782311,1.255264759,0.058404807,-2.406248317,-2.347843509,-0.001010533
PC,27,0.048415943,1.320363045,-0.244027601,-7.982304067,-8.226331668,-0.013977239
PC,28,0.037898475,1.323572159,0.126307469,-3.294149562,-3.167895708,-0.000351307
PC,29,0.040930542,0.916293144,0.007777001,-0.493837637,-0.485781294,0.016837328
PC,30,0.049782795,1.293139458,-0.093236911,-3.64211597,-3.735221429,0.02930601
PC,31,0.034737072,0.801989079,-0.138680392,-2.825004558,-2.961659193,0.00236878
PC,32,0.048397501,1.514176846,0.028946023,-3.277535987,-3.249077973,0.006377127
PC,33,0.036665893,1.484864235,0.247550431,-2.541045294,-2.293290285,0.015293699
PC,34,0.040295996,1.693907738,-0.043866073,-1.2971652,-1.340958334,0.015827164
PC,35,0.041152482,1.385358334,-0.138832895,-1.898825878,-2.037448748,0.002718512
PC,36,0.045832692,1.900835991,-0.033083069,-2.995713502,-3.028796572,-0.000511476
PC,37,0.056327316,1.325442314,0.162643219,-6.557531534,-6.394888314,-0.008734629
PC,38,0.042670445,1.347084999,0.078488328,-1.671031245,-1.592035733,0.002673825
PC,39,0.048803158,1.312662125,-0.118023226,-1.724841138,-1.843005651,0.011435218
PC,40,0.044436878,1.569672585,-0.134702975,-1.533133003,-1.667383143,0.015617721
PC,41,0.039646215,1.183597088,0.032423101,-0.306055857,-0.27376052,-0.0015156
PC,42,0.041143928,0.953121662,0.133209883,-0.918434578,-0.78548681,0.007864465
PC,43,0.03527578,1.183904648,-0.001661442,-0.701573101,-0.703475792,0.017134711
PC,44,0.036979283,1.389473438,0.138541065,-0.75195343,-0.613412365,0.01428287
PC,45,0.045761695,1.481301308,-0.109979078,-4.791722678,-4.901701756,0.000447842
PC,46,0.048638079,0.913671494,-0.013653387,-4.53402742,-4.547680807,-0.011793468
PC,47,0.049311,1.356861115,0.196732265,-3.111571752,-2.914839487,-0.009169912
PC,48,0.059914247,1.414411545,0.068974796,-2.081328051,-2.012353256,-0.009486634
PC,49,0.061769193,1.292263031,-0.008858223,-4.653557146,-4.66355554,-0.001469308
PC,50,0.049938759,1.247318268,-0.239411625,-2.915837377,-3.156628437,-0.012717857
PC,51,0.048757817,1.494361401,0.031417876,-4.108415445,-4.076534893,0.005131682
PC,52,0.048365614,1.500316143,0.075550836,-3.231925738,-3.159249411,0.001553079
PC,53,0.046992252,1.011435032,0.014494601,-1.901073015,-1.887615858,-0.00259329
PC,54,0.045951283,1.053471565,-0.036338323,-2.80789057,-2.844228893,-0.005132898
PC,55,0.043764431,0.881844521,-0.14613499,-3.502917421,-3.64905241,-0.008428873
PC,56,0.047743738,1.127923965,-0.060727037,-2.243783011,-2.304510049,-0.007462092
PC,57,0.050711072,1.507996559,0.097824788,-3.109944093,-3.012708842,-0.005886529
PC,58,0.050721281,1.369354248,0.111158883,-2.585540163,-2.474219826,-0.005845641
PC,59,0.045951467,1.087096214,-0.105511158,-3.893746328,-3.999451063,-0.008442809
PC,60,0.033564655,1.024997711,-0.050345279,-2.162752252,-2.211594971,-0.009876626
PC,61,0.040331328,1.428785324,0.041871041,-0.060039418,-0.018930684,0.004763319
PC,62,0.034706196,0.798937798,0.028810099,0.302699513,0.32719325,0.007850844
PC,63,0.035242621,0.862528324,-0.142402372,0.854784129,0.712334776,0.00455412
PC,64,0.028213344,0.665963173,0.105600109,0.12938451,0.234871015,0.006174165
PC,65,0.033018597,0.994831085,0.024763102,-1.165889267,-1.140710383,0.000158275
PC,66,0.044088421,0.932449341,0.083727809,0.049594529,0.130048793,0.004450721
PC,67,0.039552158,0.986570835,0.040411225,-1.627167993,-1.587732548,0.003576659
PC,68,0.039322426,0.797052383,0.065562797,-1.204564183,-1.143442234,-9.21E-05
PC,69,0.03760892,0.875139236,0.090717729,-2.618324882,-2.526378238,0.001848352
PC,70,0.02925248,1.120301962,-0.373575483,-1.162341789,-1.537901602,-0.002969977
PC,71,0.034412466,0.72731638,-0.103597246,-2.452103415,-2.558012928,0.003460765
PC,72,0.02902106,0.985416412,-0.090010166,-1.119456393,-1.209827812,0.003825432
PC,73,0.030601914,1.186934948,0.03918917,0.772457445,0.811834556,0.004796126
PC,74,0.023813664,0.67365694,0.180789409,0.075122217,0.255677462,0.00402629
PC,75,0.031977154,0.782952309,-0.029027501,-0.744452654,-0.773603655,0.002303251
PC,76,0.029040248,0.805592537,0.014350329,-1.474735455,-1.457445076,0.001578528
PC,77,0.031186899,0.841619492,-0.01816536,-1.300923239,-1.31970256,0.00254394
PC,78,0.026835049,0.694983959,0.052725516,-0.971535843,-0.919075712,0.002212309
PC,79,0.021562991,0.556621075,-0.033627496,-1.425452083,-1.459016793,-0.005529775
PC,80,0.025535413,0.957493067,0.023270688,-0.760305141,-0.736581725,0.001233706
PC,81,0.031725778,0.963728428,-0.094667161,-2.201201099,-2.295893675,-0.000826554
PC,82,0.024964005,0.824422359,0.080737858,0.623526782,0.704019599,0.005485073
PC,83,0.024427852,0.784860611,0.047424495,-0.328514002,-0.281341002,0.005672984
PC,84,0.022270751,0.954632759,0.053137951,-0.441374962,-0.387736267,0.005346676
PC,85,0.028464646,1.04989624,-0.105707878,-3.797860677,-3.902768491,-5.61E-05
PC,86,0.036459464,1.44406414,-0.043785323,-1.102716275,-1.146515613,0.007061658
PC,87,0.032643266,1.075581312,-0.085701246,0.073888058,-0.01164751,0.006607614
PC,88,0.033174934,1.601520777,-0.158186734,1.041881463,0.883694729,0.003465374
PC,89,0.023189721,1.531608582,-0.233368904,-0.657825018,-0.891630627,0.001274093
PC,90,0.034883855,1.296497107,-0.074502512,0.662019055,0.565412341,-0.002631347
PC,91,0.034353507,0.825078487,0.164788222,-1.504604822,-1.340600439,0.009661484
PC,92,0.030985846,1.038606644,-0.184622193,-0.153965785,-0.338680576,0.013431822
PC,93,0.029242316,1.437272549,-0.079282747,0.215654204,0.136405965,0.003162089
PC,94,0.029431656,1.283434391,-0.109094784,2.04932362,1.939780072,0.003943259
PC,95,0.028899163,1.320770264,-0.075768631,-0.063618141,-0.139243432,0.003522822
PC,96,0.039386569,1.270346642,0.06168055,-0.28862636,-0.226800676,0.000628431
PC,97,0.049271976,1.725748301,0.030385855,8.032501174,8.062215786,-0.002815905
PC,98,0.026685816,1.136469126,0.055818504,-0.302044683,-0.246336391,0.008418986
PC,99,0.0247882,1.767247915,-0.028369492,0.607330757,0.578745277,0.007699891
PC,100,0.028020573,1.571844816,0.295326201,-0.531681906,-0.235871567,0.01295518
PR,1,0.031116802,2.359882355,-0.049648694,-0.508660906,-0.558557949,0.013135001
PR,2,0.027999766,1.736750126,0.080057468,-0.21706218,-0.136863406,0.014676278
PR,3,0.029416537,1.805141926,-0.053346384,-0.481990256,-0.534866572,0.016233041
PR,4,0.024417033,1.049808502,-0.031264863,0.326000198,0.294544244,0.01411065
PR,5,0.021994308,1.319410801,0.044129488,0.350773794,0.39476517,0.011317738
PR,6,0.027922788,1.416841984,-0.197475637,-1.362596883,-1.560284151,-0.001791562
PR,7,0.03307429,0.709406376,-0.025377583,-2.325341543,-2.350698476,-0.003419902
PR,8,0.025402939,0.661160469,-0.015657104,-1.567065226,-1.582817212,-0.004122053
PR,9,0.039239139,1.282299995,0.132727909,-2.941424699,-2.805933813,-0.003258714
PR,10,0.039351944,3.091831207,-0.379767742,-0.053554842,-0.431322633,0.017487277
PR,11,0.025637437,1.518075466,0.056553131,0.364910789,0.416924986,0.004382765
PR,12,0.029793792,1.562668324,0.084587112,-1.070745507,-0.986275618,0.011099523
PR,13,0.02854775,0.991286755,-0.011889023,-1.345515858,-1.35740488,0.00414413
PR,15,0.015106321,0.926586151,0.059880145,-0.267487029,-0.207534159,0.009143347
PR,16,0.02337673,2.195293427,0.023144548,0.202146595,0.225302497,0.008719456
PR,17,0.030704734,1.044712543,-0.05533144,-1.13590394,-1.191235381,0.001998716
PR,18,0.024202933,0.848381996,0.002924141,-1.591220857,-1.588332027,-0.008889577
PR,19,0.031274128,1.023481369,0.08903154,-2.828586532,-2.73996193,-0.006967236
PR,20,0.035275873,1.073620796,-0.061499701,-1.889261462,-1.962769216,0.013893413
PR,21,0.027236746,1.068425179,-0.150520997,-0.289162421,-0.440249219,0.002210282
PR,22,0.030192827,1.914601803,0.096701683,-1.165248276,-1.068628168,0.019979849
PR,23,0.030920536,1.499573708,0.035351869,-1.727471359,-1.69243466,0.008985159
PR,24,0.02471715,1.559350014,0.071761912,-0.141533826,-0.069499825,0.016859752
PR,25,0.008060593,0.892658234,0.097769949,-0.422587018,-0.324817069,0.005635251
PR,26,0.018985869,2.189984322,-0.012423054,0.346728762,0.334154389,0.011271345
PR,27,0.030488921,1.589701653,-0.01192703,0.0992794,0.087196527,0.008173119
PR,28,0.035564115,1.457118988,-0.035484586,-2.122443952,-2.157928538,-0.004707802
PR,29,0.024972206,0.942670822,0.004164742,-1.906894653,-1.902616251,-0.006299961
PR,30,0.028901641,1.270757675,0.09488863,-1.763553012,-1.668664382,-0.001449441
PR,31,0.033140536,1.195788383,-0.160479185,-1.058806322,-1.218160962,0.00883815
PR,32,0.023568323,1.255998611,0.397529825,-0.64902099,-0.251880896,0.007829695
PR,33,0.039071608,0.690644264,-0.198264187,-1.596632811,-1.794790307,0.004549949
PR,34,0.03512974,1.955542088,-0.253212006,-0.892979419,-1.145934323,0.001819892
PR,35,0.029848846,1.343240261,0.178399066,-0.464948347,-0.286549281,0.007872036
PR,36,0.020417575,1.492920876,0.061750242,-0.64139609,-0.579748403,0.007571111
PR,37,0.03699854,2.459753513,-0.278993123,-1.054679852,-1.334016731,0.001678278
PR,38,0.036271252,1.36266613,0.096640647,-2.66341793,-2.566996839,-0.004519674
PR,39,0.02828802,0.93314743,0.014126536,-1.353425225,-1.339062638,-0.00667769
PR,40,0.028926666,1.092472076,-0.115879901,-1.152735594,-1.272399311,-0.003965372
PR,41,0.03027575,0.989155293,0.074692659,-1.5258242,-1.451367536,0.001710132
PR,42,0.031272308,1.276154518,0.036450284,0.05424598,0.090696264,0.012763712
PR,43,0.033749079,0.752871513,-0.077121987,-0.05370631,-0.131398564,0.008830989
PR,44,0.030107125,0.715939999,-0.015435513,-0.519616121,-0.535051634,-0.000742902
PR,45,0.028891833,1.844782352,-0.067071521,-0.41530557,-0.482593947,0.003284252
PR,46,0.031969458,1.056148529,-0.169774043,-0.626602287,-0.798435316,0.026396083
PR,47,0.029872294,2.545871258,-0.043346692,-1.344690561,-1.387712111,0.003156423
PR,48,0.035498079,1.305336475,-0.085785536,-2.74725502,-2.832987003,-0.0033574
PR,49,0.015431741,1.827492237,-0.073316763,-0.095076346,-0.168497259,0.000322874
PR,50,0.023209967,1.563716412,-0.072244479,-0.805809603,-0.877868532,-0.002891736
PR,51,0.028067263,0.890190125,-0.077365245,-1.004843745,-1.082263605,0.007924874
PR,52,0.030142166,1.56321907,-0.077697397,-0.906881181,-0.984578579,0.009586477
PR,53,0.031188842,0.911434174,0.0207308,-1.346870196,-1.326139396,0.007225463
PR,54,0.02986926,1.04009819,0.10813864,-1.621627744,-1.513489104,0.006965637
PR,55,0.029507005,1.896672249,0.117053253,-0.230143547,-0.113011976,0.015989055
PR,56,0.028231278,1.938678741,-0.101859469,-1.597759702,-1.699499369,0.002324152
PR,57,0.031495203,0.931627274,-0.125152956,-2.389322611,-2.514813544,-0.003707338
PR,58,0.018169277,1.217684746,0.300812092,-0.271553459,0.029258633,0.009441741
PR,59,0.020549482,1.6055336,0.04002613,-1.105116026,-1.065408132,-0.001301372
PR,60,0.039397688,1.05560112,-0.100982178,-3.159372589,-3.260354767,0.008262814
PR,61,0.028000825,0.783183098,0.070768876,-0.81474189,-0.742772264,0.003587286
PR,62,0.024569955,0.880724907,0.002528945,-1.094452884,-1.091858121,0.00822239
PR,63,0.033456367,0.990600586,-0.015774109,-1.273469657,-1.289310206,0.005255604
PR,64,0.034861462,1.191445351,0.032826949,-2.096417692,-2.063531076,0.002373007
PR,65,0.018427967,1.229515076,-0.078406005,-0.03246927,-0.110871585,-0.000890422
PR,66,0.02682679,1.0299263,0.050271429,-1.621387815,-1.57098908,0.000728045
PR,67,0.029736175,1.135967731,0.023632508,-1.906865921,-1.884491984,-0.002613953
PR,68,0.026042805,1.436738968,-0.050678987,-1.788421592,-1.839100579,0.001534773
PR,69,0.024528089,1.674688339,-0.181480954,-2.12611124,-2.308113758,0.000154798
PR,70,0.028927248,1.117944241,-0.084066006,-1.999333942,-2.083256383,0.003024971
PR,71,0.026336607,0.669965744,0.129896552,-0.583893488,-0.454395461,0.011494893
PR,72,0.024527346,0.927970886,-0.07225445,-0.349647694,-0.423184868,0.015419453
PR,73,0.024532241,0.86127758,-0.297526504,-1.01333724,-1.312796652,0.005052171
PR,74,0.024946016,0.825026512,-0.038699311,-0.980345472,-1.018975229,0.002176192
PR,75,0.020780552,0.990701675,0.018939164,-0.265101739,-0.24629871,0.003080958
PR,76,0.029704214,0.748559952,0.087279763,-0.709043254,-0.61135174,0.006437554
PR,77,0.02487092,0.889600277,-0.055565918,-1.947440135,-2.00360574,0.000880849
PR,78,0.03919426,1.128488064,0.068425931,-1.986149751,-1.917771216,0.002214758
PR,79,0.025137827,1.167775154,0.056853504,-0.881428642,-0.824341753,0.012432724
PR,80,0.0409544,1.880057812,-0.304605672,-4.045090779,-4.350262607,0.0040648
